variation_id,run_number,crn_seed,final_status,years_survived,final_population,final_resources,final_health,distance_covered,disease_outbreaks,overcrowding_events,critical_rationing,normal_rationing,min_resources,max_resources,mean_resources,std_resources,total_weight,initial_population,ship_capacity,initial_resources,birth_rate,death_rate,resource_gen_rate,lightspeed_fraction,health_index,diff_initial_population,diff_ship_capacity,diff_initial_resources,diff_birth_rate,diff_death_rate,diff_resource_gen_rate,diff_lightspeed_fraction,diff_health_index
ship_capacity_1055,35,77,Success,720,12,1259.8354368795603,107.80000000000001,40161613694976.07,35,2,91,173,828.3221171013827,110149.31811966852,17767.658049722584,20811.75194355582,70517.65804972258,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,36,78,Success,720,15,1820.5616755537872,107.80000000000001,40161613694976.07,35,2,91,147,653.600696552995,107816.57016869058,17095.307124385203,23866.40351691451,69845.3071243852,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,37,79,Failed,662,0,182.1604070837763,100.0,36926372591769.85,48,2,99,153,79.51252161781886,104354.83005340936,17243.012687841707,23367.954587813503,69993.0126878417,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,38,80,Success,720,1,146.93864706026108,107.80000000000001,40161613694976.07,35,2,85,176,141.68701329359186,99085.83157780004,18832.136926048155,23390.779798548287,71582.13692604816,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,39,81,Success,720,1,116.89034835308425,86.24,40161613694976.07,32,2,96,153,116.89034835308425,115304.07142626397,14799.71219282269,23094.467079564427,67549.71219282268,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,40,82,Success,720,16,1538.8596309668983,88.2,40161613694976.07,31,2,86,217,1081.8081335573656,99763.80784921236,16541.481422778434,21918.78170114565,69291.48142277844,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,41,83,Success,720,1,115.09587251041839,107.80000000000001,40161613694976.07,31,2,85,140,104.55596737038304,80706.34997955637,13595.16960483078,19109.971397064226,66345.16960483078,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,42,84,Success,720,14,1664.9072584288201,107.80000000000001,40161613694976.07,35,2,88,197,1098.4071548041024,90272.85792324043,16465.244885787586,20175.618076061983,69215.24488578759,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,43,85,Success,720,3,328.24605613891566,107.80000000000001,40161613694976.07,35,2,93,191,328.24605613891566,120491.86562461482,20814.63086092054,26375.68319540947,73564.63086092054,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,44,86,Success,720,4,394.38964182994187,107.80000000000001,40161613694976.07,34,2,87,192,370.7954652795886,104075.30044635836,21793.287317724633,27581.890226064294,74543.28731772464,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,45,87,Success,720,1,73.76312142505546,75.46,40161613694976.07,36,2,93,146,73.76312142505546,100492.98328178069,18386.136230647237,21852.836611937026,71136.13623064724,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,46,88,Success,720,8,775.8700632047478,107.80000000000001,40161613694976.07,35,2,93,172,699.4859617752222,101547.21694220198,14283.402489647277,17562.42385755328,67033.40248964727,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,47,89,Success,720,6,607.8086383101189,107.80000000000001,40161613694976.07,34,2,83,184,547.4026323478821,106783.14201889065,25161.02935465297,25758.373589330226,77911.02935465297,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,48,90,Success,720,1,252.64128480430608,107.80000000000001,40161613694976.07,37,2,103,172,249.912876708711,92628.46267430572,14811.90069127966,21690.56940470301,67561.90069127966,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,49,91,Success,720,19,1875.3034713207107,88.2,40161613694976.07,36,2,83,182,1154.385887809456,102676.5475978982,23288.112554362597,27683.542136364944,76038.1125543626,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,50,92,Success,720,3,352.70605009807224,107.80000000000001,40161613694976.07,40,2,83,183,333.36053897428053,88924.7226269336,15410.340724420934,21329.629733923248,68160.34072442094,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,51,93,Success,720,13,1234.4269400184617,107.80000000000001,40161613694976.07,47,2,93,181,828.6097502284481,94609.35183089366,16753.463583462544,22693.78859947401,69503.46358346255,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,52,94,Success,720,10,992.611502757383,88.2,40161613694976.07,30,2,92,164,517.5700565700347,100982.91895767358,15718.562261703986,21613.385272273827,68468.56226170399,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,53,95,Failed,667,0,169.93611677930426,100.0,37205272686873.836,42,2,84,130,65.48077548320336,95221.63546570294,15412.71315331792,21573.0912582269,68162.71315331792,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,54,96,Success,720,8,624.6586889040975,70.56,40161613694976.07,42,2,100,143,624.6586889040975,116634.7857266228,20612.78660875174,26008.954329413205,73362.78660875175,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,55,97,Failed,672,0,187.4402611087613,100.0,37484172781977.82,28,2,81,108,86.34682080290976,108859.08533446779,15124.458683021687,23485.420552370888,67874.45868302169,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,56,98,Success,720,5,574.7901052556738,107.80000000000001,40161613694976.07,35,2,103,183,506.1062730973463,101441.28921209785,13439.910230565716,20685.778505366292,66189.91023056571,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,57,99,Failed,699,0,177.00418454997975,100.0,38990233295539.336,31,2,79,170,77.35263504277863,101437.26085212665,18388.57542281784,22726.566599982336,71138.57542281784,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,58,100,Success,720,8,714.0563330766114,88.2,40161613694976.07,30,2,88,183,532.4342580156522,87440.37774503688,14848.40452438076,19608.644260262277,67598.40452438076,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,59,101,Success,720,10,918.189963017823,107.80000000000001,40161613694976.07,38,2,88,185,918.189963017823,79489.44756304305,17935.867847249392,21063.957279643128,70685.86784724939,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,60,102,Success,720,2,224.7814802083334,107.80000000000001,40161613694976.07,35,2,96,159,224.7814802083334,98314.3216607978,17175.294238288356,21978.72897772032,69925.29423828836,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,61,103,Failed,673,0,152.74707437191768,100.0,37539952800998.62,40,2,96,154,54.498749101789656,92120.25326150782,14423.412275320958,17349.075967233908,67173.41227532095,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,62,104,Success,720,1,266.5388192251521,107.80000000000001,40161613694976.07,37,2,100,177,157.81328505125143,108936.99583808641,15245.513077371055,22733.52548698714,67995.51307737106,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,63,105,Success,720,21,2053.4472281052153,98.0,40161613694976.07,31,2,86,182,1515.2063416449878,105548.79825206831,26136.70069824235,22518.253454082424,78886.70069824235,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,64,106,Success,720,16,1763.080566738006,107.80000000000001,40161613694976.07,32,2,98,176,1064.562071990566,101720.5750684086,27686.764376803207,28822.121165627927,80436.76437680321,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,65,107,Success,720,12,1292.6165056801324,107.80000000000001,40161613694976.07,36,2,94,177,856.0602351859116,106028.16917796913,15677.372489614989,23086.26492861885,68427.372489615,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,66,108,Success,720,14,1729.7121485293765,98.0,40161613694976.07,34,2,93,187,638.1676699662271,99591.22038419114,13571.41045934686,20576.05278607463,66321.41045934687,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,67,109,Success,720,4,400.80069789718164,107.80000000000001,40161613694976.07,34,2,96,179,219.69571513035095,108825.66806817366,19028.625935209973,27363.849965576876,71778.62593520997,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,68,110,Failed,678,0,165.75891694530867,100.0,37818852896102.6,47,2,97,148,84.2047264043006,94541.52490460995,14819.331543770988,20049.30724974167,67569.33154377098,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,69,111,Success,720,10,1121.556297195091,107.80000000000001,40161613694976.07,43,2,88,169,775.4412520582516,85139.35620060394,18160.24299130181,20664.862877110696,70910.24299130181,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,70,112,Success,720,5,465.98246431650244,107.80000000000001,40161613694976.07,45,2,92,190,444.48729174525397,97622.05585980357,12930.80782165216,19822.883738619978,65680.80782165215,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,71,113,Success,720,19,1779.089436606695,88.2,40161613694976.07,40,2,93,191,1185.6229738062552,99504.3845986274,14081.003966990136,21815.567233376358,66831.00396699013,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,72,114,Success,720,10,831.4344296255533,88.2,40161613694976.07,37,2,92,184,789.5163554444946,114069.32355517011,23632.93272216802,27442.1946709766,76382.93272216801,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,73,115,Success,720,1,148.57724360615316,107.80000000000001,40161613694976.07,42,2,100,169,148.57724360615316,88591.5852214924,16366.976481425776,21165.838625110315,69116.97648142578,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,74,116,Success,720,23,2468.6208384840756,107.80000000000001,40161613694976.07,32,2,81,199,1412.270863463431,87361.9639919076,19945.658577617236,15831.935753762189,72695.65857761723,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,75,117,Success,720,2,270.67026571370417,107.80000000000001,40161613694976.07,38,2,98,169,248.15458096720036,89688.25962325276,12928.482637769164,19111.59155024404,65678.48263776916,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,76,118,Success,720,12,1683.8325813688296,107.80000000000001,40161613694976.07,40,2,96,197,732.5023924163866,82793.2625111881,16705.51784004385,22194.760925172166,69455.51784004385,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,77,119,Success,720,3,343.884681662954,107.80000000000001,40161613694976.07,30,2,95,197,331.3609543109944,98287.30645321507,17804.41556082335,21723.470003047863,70554.41556082334,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,78,120,Success,720,10,1283.857450385911,107.80000000000001,40161613694976.07,40,2,96,192,587.7137212233222,96592.1654571777,19054.177601206437,23195.22211083074,71804.17760120644,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,79,121,Success,720,6,727.132446498974,107.80000000000001,40161613694976.07,34,2,96,188,612.1819752470988,88198.88323277938,13303.98494740686,17874.500809336634,66053.98494740686,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,80,122,Success,720,4,304.792670537071,107.80000000000001,40161613694976.07,43,2,102,149,304.792670537071,88786.00115719071,12705.670014325597,17808.58023827612,65455.670014325595,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,81,123,Success,720,5,526.186026091462,107.80000000000001,40161613694976.07,29,2,91,196,417.4093291022793,91501.59451948645,15050.921741226888,18143.590202178162,67800.92174122689,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,82,124,Success,720,11,1336.541941096575,107.80000000000001,40161613694976.07,39,2,92,174,987.8026690761512,87523.00357025825,19977.920975469497,21440.662196088208,72727.92097546949,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,83,125,Success,720,11,1174.0822161047415,88.2,40161613694976.07,31,2,85,178,765.4155390828353,111350.05309682147,22847.402327435535,27331.340536295767,75597.40232743553,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,84,126,Success,720,6,531.9317049709525,64.67999999999999,40161613694976.07,39,2,93,190,531.9317049709525,104494.1614737976,14832.06242266304,21400.315651760957,67582.06242266305,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,85,127,Success,720,19,2015.0567502105991,107.80000000000001,40161613694976.07,30,2,86,211,1730.2822847257185,89821.64727741721,18373.026831201663,20334.498937096127,71123.02683120166,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,86,128,Success,720,1,132.32764959178596,107.80000000000001,40161613694976.07,36,2,103,184,132.32764959178596,93648.54575312191,11551.326581342099,16078.517099162922,64301.3265813421,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,87,129,Success,720,15,1204.1786422784808,64.67999999999999,40161613694976.07,43,2,92,188,886.2504822371875,102732.62396055303,18789.98992679454,23674.828934440102,71539.98992679454,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,88,130,Success,720,7,601.2996387350386,79.38,40161613694976.07,36,2,84,170,601.2996387350386,97733.75498101435,18968.235252960887,23881.760255917918,71718.23525296089,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,89,131,Success,720,2,354.4825827647547,98.0,40161613694976.07,34,4,95,166,236.41494653419284,107370.11552773722,18930.646181832963,25028.781961144778,71680.64618183297,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,90,132,Success,720,8,605.6202553611135,75.46,40161613694976.07,36,2,89,182,605.6202553611135,108020.29691385385,17719.05710011019,24225.754051151565,70469.05710011019,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,91,133,Success,720,15,1765.52886755914,107.80000000000001,40161613694976.07,35,2,95,184,1208.565421207874,113090.40577416209,21281.91281693511,23696.681793068605,74031.9128169351,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,92,134,Success,720,2,383.40468830632506,107.80000000000001,40161613694976.07,47,2,105,170,243.2739588269573,96921.15100232582,15779.272670925213,22571.659066904293,68529.27267092522,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,93,135,Success,720,11,1250.0225985926913,107.80000000000001,40161613694976.07,31,2,86,154,899.0220484344654,98942.65387644502,19959.47596342202,23958.722550440198,72709.47596342202,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,94,136,Success,720,9,595.1837977677146,97.02000000000001,40161613694976.07,28,2,89,192,581.991827942215,100327.52594459972,20929.255109854446,22757.440611661757,73679.25510985445,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,95,137,Success,720,14,1505.1175998460285,98.0,40161613694976.07,31,2,91,171,989.6886680086407,90879.02549633186,17659.268280124772,20780.29936465356,70409.26828012477,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,96,138,Success,720,18,1595.506486718813,107.80000000000001,40161613694976.07,31,2,87,157,1146.9537590649916,109651.89334248967,20298.151763738373,22188.585940496643,73048.15176373837,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,97,139,Success,720,18,2071.3011129969827,107.80000000000001,40161613694976.07,28,2,84,181,1478.5892131876324,96829.76333914418,17007.044064027265,19554.815371886252,69757.04406402726,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,98,140,Success,720,1,167.07285798471898,107.80000000000001,40161613694976.07,33,2,90,180,159.80244734639075,92800.67398236334,20704.507001038994,23786.624761336116,73454.50700103899,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1055,99,141,Success,720,13,1231.32223678712,107.80000000000001,40161613694976.07,39,2,85,193,1011.8544023946538,96055.52252990854,26343.27849524635,25051.137825027196,79093.27849524636,1000,1055,100000,9.4,3.7,102.0,0.0059,100,0,5,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,0,42,Success,720,18,1811.8162666506598,88.2,40161613694976.07,48,2,91,182,1274.3130002973503,101964.30653068409,17934.476386788818,20320.837028541588,70934.47638678883,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,1,43,Failed,574,0,186.13622498627723,100.0,32017730917939.504,28,2,84,121,77.16169778997391,95279.83625285674,15528.482293192763,20063.52847875753,68528.48229319276,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,2,44,Failed,688,0,126.19829390690298,100.0,38376653086310.57,39,2,84,148,81.61926248305075,92445.86496200487,17974.571561525547,23340.144145363487,70974.57156152555,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,3,45,Success,720,7,989.189069214955,107.80000000000001,40161613694976.07,42,2,91,159,694.7764987697191,84794.31214547253,20332.990760202247,20698.050127287886,73332.99076020224,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,4,46,Success,720,13,1182.033353178011,107.80000000000001,40161613694976.07,48,2,93,184,697.4090571498461,94719.78741840424,17169.886572258736,21899.806095607164,70169.88657225874,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,5,47,Success,720,19,1839.5395374930413,88.2,40161613694976.07,34,2,80,161,1346.2136920224807,89785.26378429812,20342.945963589238,20975.81513622842,73342.94596358924,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,6,48,Failed,696,0,176.73733299800898,100.0,38822893238476.945,48,2,89,141,89.2383993386663,98251.58019744477,13804.222137879824,20530.367093123026,66804.22213787983,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,7,49,Success,720,4,513.3187749494325,107.80000000000001,40161613694976.07,44,2,108,163,307.0092373965349,107493.23978300806,16476.97662153099,24965.53782373253,69476.976621531,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,8,50,Failed,704,0,160.13789178762568,100.0,39269133390643.32,39,2,92,158,70.08815326136309,102103.90486137246,18192.346749560988,25990.754879070806,71192.346749561,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,9,51,Success,720,3,383.5568553765048,107.80000000000001,40161613694976.07,46,2,108,195,219.96982495655294,109120.74192414075,16683.759682678123,24451.52644608966,69683.75968267812,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,10,52,Success,720,13,1327.9279749888515,107.80000000000001,40161613694976.07,40,2,80,163,1104.2379875048364,89099.50913638044,14824.717060723275,17473.311509932984,67824.71706072327,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,11,53,Success,720,33,3749.935251271391,88.2,40161613694976.07,20,2,70,187,2508.573224157398,105938.33557957664,25931.872852219032,23291.089691331697,78931.87285221904,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,12,54,Success,720,12,1462.4684349983063,107.80000000000001,40161613694976.07,37,2,90,159,861.5379485563597,97576.62179033735,16965.68207235525,20981.43333892379,69965.68207235525,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,13,55,Success,720,9,1023.6707108440554,107.80000000000001,40161613694976.07,37,2,88,180,791.8913978540993,87723.56496922445,25964.272991424557,26464.744277547925,78964.27299142456,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,14,56,Success,720,8,934.3031607973599,107.80000000000001,40161613694976.07,43,2,105,192,626.9849745420192,102397.06020794653,12805.137876685532,18794.482925181463,65805.13787668553,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,15,57,Success,720,6,636.2111466802438,107.80000000000001,40161613694976.07,32,2,90,189,520.8909457296007,97489.68645175328,16808.092848585286,21540.005764319892,69808.09284858528,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,16,58,Success,720,3,440.6719817093941,107.80000000000001,40161613694976.07,45,2,103,200,204.6223960150205,107938.0958623579,23193.98223459164,26252.040841612466,76193.98223459165,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,17,59,Success,720,8,830.1620090004824,88.2,40161613694976.07,31,2,94,205,558.6430297117829,87331.92842372984,19242.202374462613,22309.100435862798,72242.20237446262,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,18,60,Success,720,4,560.2132879518576,107.80000000000001,40161613694976.07,37,2,95,167,398.65207860433634,99434.62436553705,15116.197787341378,19700.15069722665,68116.19778734137,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,19,61,Failed,608,0,162.6174599192645,100.0,33914251564646.73,40,2,86,129,76.94108883131808,100669.10071700218,19050.713712025998,26240.495422235897,72050.713712026,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,20,62,Success,720,2,204.16834129642882,107.80000000000001,40161613694976.07,34,2,88,177,204.16834129642882,97235.39632674684,18029.37381595235,23312.35635304936,71029.37381595235,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,21,63,Success,720,13,1476.556003102876,107.80000000000001,40161613694976.07,26,2,95,180,629.4578200277588,95793.07306685753,11685.844824678608,17407.75500058847,64685.84482467861,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,22,64,Success,720,8,830.4983207835943,88.2,40161613694976.07,35,2,89,190,725.5035665135182,115249.77504872606,17482.561857502864,20991.282471528808,70482.56185750286,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,23,65,Failed,679,0,187.17388227176966,100.0,37874632915123.4,40,2,96,162,87.9319798208268,105801.20168380527,16628.061132450413,22762.409631910396,69628.06113245041,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,24,66,Success,720,6,614.3673766213792,78.4,40161613694976.07,30,2,92,188,606.8736052567506,95474.74232080762,15345.792260413853,18923.614599888104,68345.79226041386,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,25,67,Success,720,8,1000.1096568648737,98.0,40161613694976.07,32,2,88,193,748.5242753006164,84838.71975419151,15077.560660622421,17690.370942917736,68077.56066062242,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,26,68,Success,720,8,980.9853212483008,107.80000000000001,40161613694976.07,31,2,98,192,748.5848909167582,85917.61027596127,16172.288482606325,20759.681882733148,69172.28848260632,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,27,69,Success,720,5,604.0924247458161,107.80000000000001,40161613694976.07,36,2,97,183,449.1600334731752,79740.01550794071,14488.411326574938,17802.70773344949,67488.41132657493,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,28,70,Success,720,14,1395.6248447335486,88.2,40161613694976.07,39,2,88,201,1021.7007774961148,87152.98463993493,15680.283816356165,18153.323477600425,68680.28381635617,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
ship_capacity_1060,29,71,Success,720,12,1548.8955948230393,107.80000000000001,40161613694976.07,46,2,89,177,703.1682464361675,103521.77638643583,20093.973257840516,24533.925557027957,73093.97325784052,1000,1060,100000,9.4,3.7,102.0,0.0059,100,0,10,0,0.0,0.0,0.0,0.0,0
